ID,Match,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,Playtime,PER
BALresults/GAkp1RrC.csvGraham D.REG,BALresults/GAkp1RrC.csv,Graham D.,REG,18,4,0,26:39:00,8,11,8,10,0,1,2,4,-12,2,2,3,2,7,0,0,0,26.65,15.384803
BALresults/GAkp1RrC.csvAmayo K.STA,BALresults/GAkp1RrC.csv,Amayo K.,STA,14,8,6,29:32:00,5,9,3,5,2,4,2,7,13,3,5,1,5,1,0,0,0,29.53333333,32.74672686
BALresults/GAkp1RrC.csvNdayisaba D.REG,BALresults/GAkp1RrC.csv,Ndayisaba D.,REG,8,7,0,23:29,3,10,2,3,1,7,1,1,-16,3,4,1,1,1,0,0,0,23.48333333,10.27222143
BALresults/GAkp1RrC.csvNshobozwabyosenumukiza J.REG,BALresults/GAkp1RrC.csv,Nshobozwabyosenumukiza J.,REG,8,6,1,25:43:00,3,8,1,2,2,6,0,0,-18,3,3,5,2,5,0,0,0,25.71666667,4.436850292
BALresults/GAkp1RrC.csvTraore N.STA,BALresults/GAkp1RrC.csv,Traore N.,STA,7,2,1,8:17,3,5,2,2,1,3,0,0,8,1,1,0,0,1,0,0,0,8.283333333,32.0865996
BALresults/GAkp1RrC.csvKeita M.STA,BALresults/GAkp1RrC.csv,Keita M.,STA,6,2,0,20:44,2,8,0,1,2,7,0,0,14,0,2,2,1,3,0,0,0,20.73333333,-3.498424437
BALresults/GAkp1RrC.csvThomas C.REG,BALresults/GAkp1RrC.csv,Thomas C.,REG,6,5,10,36:25:00,3,15,3,10,0,5,0,0,-14,3,2,4,1,1,0,2,0,36.41666667,5.835459954
BALresults/GAkp1RrC.csvWilkins J. W.STA,BALresults/GAkp1RrC.csv,Wilkins J. W.,STA,6,3,2,17:15,2,3,0,0,2,3,0,0,10,1,2,3,0,0,0,0,0,17.25,18.70028986
BALresults/GAkp1RrC.csvBrigeforth B.STA,BALresults/GAkp1RrC.csv,Brigeforth B.,STA,3,2,1,12:08,1,3,1,3,0,0,1,2,4,0,2,1,0,0,0,1,0,12.13333333,6.69239011
BALresults/GAkp1RrC.csvKamka-Chomke U.REG,BALresults/GAkp1RrC.csv,Kamka-Chomke U.,REG,3,9,0,23:38,1,7,1,7,0,0,1,2,-12,3,6,1,0,1,2,0,0,23.63333333,3.835472496
BALresults/GAkp1RrC.csvKeita M.STA,BALresults/GAkp1RrC.csv,Keita M.,STA,3,2,2,22:36,1,6,1,5,0,1,1,2,6,2,0,2,0,2,0,2,0,20.73333333,-3.498424437
BALresults/GAkp1RrC.csvChinyelu R.STA,BALresults/GAkp1RrC.csv,Chinyelu R.,STA,2,7,0,21:58,1,2,1,2,0,0,0,0,9,5,2,3,1,1,0,0,0,21.96666667,10.04075873
BALresults/GAkp1RrC.csvKambuy P.REG,BALresults/GAkp1RrC.csv,Kambuy P.,REG,2,2,0,16:22,0,3,0,3,0,0,2,2,-8,0,2,4,0,3,1,0,0,16.36666667,-11.34397149
BALresults/GAkp1RrC.csvHabimana N.REG,BALresults/GAkp1RrC.csv,Habimana N.,REG,0,0,0,1:40,0,1,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,1.666666667,-23.514
BALresults/GAkp1RrC.csvHagumintwari S.REG,BALresults/GAkp1RrC.csv,Hagumintwari S.,REG,0,0,1,5:40,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.666666667,-13.33835294
BALresults/GAkp1RrC.csvKonate T.STA,BALresults/GAkp1RrC.csv,Konate T.,STA,0,0,1,6:40,0,1,0,0,0,1,0,0,4,0,0,1,1,1,0,0,0,6.666666667,-3.25305
BALresults/GAkp1RrC.csvNiyonkuru P.REG,BALresults/GAkp1RrC.csv,Niyonkuru P.,REG,0,1,0,1:40,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,1.666666667,8.8242
BALresults/GAkp1RrC.csvPrince M.REG,BALresults/GAkp1RrC.csv,Prince M.,REG,0,0,0,0:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
BALresults/GAkp1RrC.csvShyaka O.REG,BALresults/GAkp1RrC.csv,Shyaka O.,REG,0,0,0,1:40,0,1,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,1.666666667,-23.514
BALresults/GAkp1RrC.csvSissouma B.STA,BALresults/GAkp1RrC.csv,Sissouma B.,STA,0,0,0,0:47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.783333333,0
BALresults/hKdgrFwi.csvFall S. D.DOU,BALresults/hKdgrFwi.csv,Fall S. D.,DOU,23,6,5,33:34:00,9,13,5,8,4,5,1,1,18,3,3,3,3,2,0,0,0,33.56666667,35.98075472
BALresults/hKdgrFwi.csvGueye M.FER,BALresults/hKdgrFwi.csv,Gueye M.,FER,19,9,0,29:23:00,8,17,6,11,2,6,1,2,-11,3,6,3,2,1,1,0,0,29.38333333,24.23874078
BALresults/hKdgrFwi.csvCrawford C.DOU,BALresults/hKdgrFwi.csv,Crawford C.,DOU,17,5,4,30:03:00,6,17,2,7,4,10,1,1,19,0,5,2,3,2,0,0,0,30.05,18.96955075
BALresults/hKdgrFwi.csvBoissy J.DOU,BALresults/hKdgrFwi.csv,Boissy J.,DOU,15,3,3,14:07,4,12,1,5,3,7,4,5,13,0,3,4,0,2,0,0,0,14.11666667,22.97582054
BALresults/hKdgrFwi.csvBryan-Amaning M.DOU,BALresults/hKdgrFwi.csv,Bryan-Amaning M.,DOU,13,11,0,28:12:00,6,11,6,11,0,0,1,6,21,7,4,2,1,0,0,0,0,28.2,21.93641844
BALresults/hKdgrFwi.csvNurmamade I.FER,BALresults/hKdgrFwi.csv,Nurmamade I.,FER,13,5,2,31:13:00,4,10,3,5,1,5,4,8,-12,2,3,1,1,4,0,0,0,31.21666667,8.977992525
BALresults/hKdgrFwi.csvYoung N.FER,BALresults/hKdgrFwi.csv,Young N.,FER,13,4,0,33:31:00,3,14,2,9,1,5,6,7,-6,3,1,4,3,0,0,0,0,33.51666667,10.87960219
BALresults/hKdgrFwi.csvPerry W.FER,BALresults/hKdgrFwi.csv,Perry W.,FER,10,6,8,36:42:00,3,12,1,3,2,9,2,2,-18,2,4,4,4,7,0,0,0,36.7,7.805476839
BALresults/hKdgrFwi.csvDiagne M.DOU,BALresults/hKdgrFwi.csv,Diagne M.,DOU,8,5,0,12:34,4,4,4,4,0,0,0,1,5,2,3,1,0,0,0,0,0,12.56666667,34.12806366
BALresults/hKdgrFwi.csvMunguambe A.FER,BALresults/hKdgrFwi.csv,Munguambe A.,FER,8,5,0,20:10,3,7,2,5,1,2,1,2,-16,1,4,2,2,2,0,0,0,20.16666667,12.05707438
BALresults/hKdgrFwi.csvSidibe B.FER,BALresults/hKdgrFwi.csv,Sidibe B.,FER,8,6,0,27:30:00,2,7,2,7,0,0,4,12,-9,5,1,4,0,3,0,0,0,27.5,-0.625745455
BALresults/hKdgrFwi.csvNdour A.DOU,BALresults/hKdgrFwi.csv,Ndour A.,DOU,6,3,8,25:53:00,3,7,3,5,0,2,0,0,7,1,2,0,2,5,0,0,0,25.88333333,11.02249839
BALresults/hKdgrFwi.csvNdiaye B.DOU,BALresults/hKdgrFwi.csv,Ndiaye B.,DOU,3,1,0,9:25,1,1,1,1,0,0,1,1,2,0,1,0,0,1,0,0,0,9.416666667,9.936106195
BALresults/hKdgrFwi.csvDiop M.DOU,BALresults/hKdgrFwi.csv,Diop M.,DOU,2,2,0,8:23,1,5,1,2,0,3,0,0,-2,2,0,1,0,1,0,0,0,8.383333333,-7.57944334
BALresults/hKdgrFwi.csvMaguet Diop P.DOU,BALresults/hKdgrFwi.csv,Maguet Diop P.,DOU,2,1,0,5:55,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,5.916666667,15.66726761
BALresults/hKdgrFwi.csvMbiya P.FER,BALresults/hKdgrFwi.csv,Mbiya P.,FER,2,8,1,10:25,1,3,1,3,0,0,0,0,-11,5,3,1,0,3,0,0,0,10.41666667,9.927648
BALresults/hKdgrFwi.csvOchereobia M.DOU,BALresults/hKdgrFwi.csv,Ochereobia M.,DOU,2,4,1,11:19,1,1,1,1,0,0,0,0,-2,2,2,4,0,2,0,0,0,11.31666667,4.585360825
BALresults/hKdgrFwi.csvDiakhite A.DOU,BALresults/hKdgrFwi.csv,Diakhite A.,DOU,1,3,0,15:05,0,6,0,6,0,0,1,2,15,1,2,4,3,3,0,1,0,15.08333333,-13.82174586
BALresults/hKdgrFwi.csvMaluach K.DOU,BALresults/hKdgrFwi.csv,Maluach K.,DOU,1,2,0,3:25,0,0,0,0,0,0,1,2,-1,0,2,3,0,0,0,0,0,3.416666667,1.359804878
BALresults/hKdgrFwi.csvChirombe C.FER,BALresults/hKdgrFwi.csv,Chirombe C.,FER,0,1,0,6:40,0,0,0,0,0,0,0,0,-13,0,1,0,0,0,0,0,0,6.666666667,2.20605
BALresults/hKdgrFwi.csvde Barros L.FER,BALresults/hKdgrFwi.csv,de Barros L.,FER,0,0,0,0:34,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.566666667,0
BALresults/hKdgrFwi.csvDienf M.DOU,BALresults/hKdgrFwi.csv,Dienf M.,DOU,0,0,0,2:05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.083333333,-18.8112
BALresults/hKdgrFwi.csvFijamo T.FER,BALresults/hKdgrFwi.csv,Fijamo T.,FER,0,0,0,0:34,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.566666667,0
BALresults/hKdgrFwi.csvMalale H.FER,BALresults/hKdgrFwi.csv,Malale H.,FER,0,0,0,3:18,0,2,0,0,0,2,0,0,-2,0,0,2,0,0,0,0,0,3.3,-34.16
BALresults/KdyAHnTh.csvOmot N.ALA,BALresults/KdyAHnTh.csv,Omot N.,ALA,21,3,2,25:05:00,6,10,5,8,1,2,8,8,27,0,3,1,1,3,1,0,0,25.08333333,32.40853156
BALresults/KdyAHnTh.csvPerry W.FER,BALresults/KdyAHnTh.csv,Perry W.,FER,18,6,5,31:24:00,6,13,5,8,1,5,5,6,-22,1,5,3,0,3,0,1,0,31.4,18.46872611
BALresults/KdyAHnTh.csvSidibe B.FER,BALresults/KdyAHnTh.csv,Sidibe B.,FER,17,7,0,30:55:00,6,12,6,12,0,0,5,8,-17,5,2,4,2,1,0,2,0,30.91666667,21.50416173
BALresults/KdyAHnTh.csvOraby O.ALA,BALresults/KdyAHnTh.csv,Oraby O.,ALA,15,6,0,21:49,6,6,6,6,0,0,3,3,15,0,6,4,1,2,2,0,0,21.81666667,32.08666157
BALresults/KdyAHnTh.csvNurmamade I.FER,BALresults/KdyAHnTh.csv,Nurmamade I.,FER,12,1,2,24:20:00,4,9,3,7,1,2,3,4,-10,0,1,0,0,0,0,0,0,24.33333333,16.60076712
BALresults/KdyAHnTh.csvThompson M.ALA,BALresults/KdyAHnTh.csv,Thompson M.,ALA,11,3,6,24:13:00,2,6,0,0,2,6,5,5,17,0,3,4,0,1,0,0,0,24.21666667,19.91971094
BALresults/KdyAHnTh.csvWebster C.ALA,BALresults/KdyAHnTh.csv,Webster C.,ALA,11,5,7,22:48,4,9,3,6,1,3,2,2,8,1,4,1,1,2,0,0,0,22.8,24.6852193
BALresults/KdyAHnTh.csvYoung N.FER,BALresults/KdyAHnTh.csv,Young N.,FER,10,6,1,25:09:00,4,10,4,10,0,0,2,2,-12,4,2,3,1,3,0,0,0,25.15,10.4860835
BALresults/KdyAHnTh.csvEl Gendy A.ALA,BALresults/KdyAHnTh.csv,El Gendy A.,ALA,8,1,0,16:36,3,7,1,2,2,5,0,0,-8,0,1,3,0,3,0,0,0,16.6,0.360120482
BALresults/KdyAHnTh.csvZahran A.ALA,BALresults/KdyAHnTh.csv,Zahran A.,ALA,8,1,3,19:25,4,7,4,6,0,1,0,1,10,0,1,4,3,0,0,0,0,19.41666667,21.51306438
BALresults/KdyAHnTh.csvTarek M.ALA,BALresults/KdyAHnTh.csv,Tarek M.,ALA,7,2,4,20:50,2,3,0,0,2,3,1,1,-3,0,2,1,0,2,0,0,0,20.83333333,15.654864
BALresults/KdyAHnTh.csvGueye M.FER,BALresults/KdyAHnTh.csv,Gueye M.,FER,6,6,0,24:38:00,2,12,2,7,0,5,2,2,-16,2,4,2,1,0,0,1,0,24.63333333,1.232760487
BALresults/KdyAHnTh.csvCamara D.ALA,BALresults/KdyAHnTh.csv,Camara D.,ALA,5,1,1,8:50,1,3,0,0,1,3,2,2,17,0,1,1,0,0,0,0,0,8.833333333,20.96456604
BALresults/KdyAHnTh.csvMunguambe A.FER,BALresults/KdyAHnTh.csv,Munguambe A.,FER,5,6,1,17:48,2,9,2,9,0,0,1,2,2,2,4,3,0,1,0,0,0,17.8,-0.521910112
BALresults/KdyAHnTh.csvMalale H.FER,BALresults/KdyAHnTh.csv,Malale H.,FER,4,1,0,8:36,1,4,1,4,0,0,2,2,4,0,1,1,0,0,0,1,0,8.6,6.925930233
BALresults/KdyAHnTh.csvSarhan M.ALA,BALresults/KdyAHnTh.csv,Sarhan M.,ALA,4,2,1,9:22,1,2,1,1,0,1,2,4,-1,1,1,3,0,0,0,0,0,9.366666667,14.65622776
BALresults/KdyAHnTh.csvAboelnasr M.ALA,BALresults/KdyAHnTh.csv,Aboelnasr M.,ALA,2,2,0,17:18,1,4,1,2,0,2,0,0,12,0,2,1,0,1,0,0,0,17.3,-4.237976879
BALresults/KdyAHnTh.csvChirombe C.FER,BALresults/KdyAHnTh.csv,Chirombe C.,FER,1,7,1,23:22,0,1,0,1,0,0,1,2,-8,3,4,2,0,1,0,0,0,23.36666667,4.724422254
BALresults/KdyAHnTh.csvMbiya P.FER,BALresults/KdyAHnTh.csv,Mbiya P.,FER,1,2,0,4:39,0,1,0,1,0,0,1,2,3,2,0,0,0,1,0,0,0,4.65,2.590752688
BALresults/KdyAHnTh.csvde Barros L.FER,BALresults/KdyAHnTh.csv,de Barros L.,FER,0,0,0,2:44,0,1,0,1,0,0,0,0,-3,0,0,1,0,0,0,0,0,2.733333333,-20.62097561
BALresults/KdyAHnTh.csvFijamo T.FER,BALresults/KdyAHnTh.csv,Fijamo T.,FER,0,0,0,1:42,0,1,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,1.7,-23.05294118
BALresults/KdyAHnTh.csvHouana E.FER,BALresults/KdyAHnTh.csv,Houana E.,FER,0,0,0,4:43,0,1,0,0,0,1,0,0,-9,0,0,0,1,0,0,0,0,4.716666667,3.118091873
BALresults/KdyAHnTh.csvSaid S.ALA,BALresults/KdyAHnTh.csv,Said S.,ALA,0,6,0,13:44,0,2,0,1,0,1,0,0,-4,2,4,2,0,1,2,0,0,13.73333333,3.56526699
BALresults/KICpUPCb.csvYoung N.FER,BALresults/KICpUPCb.csv,Young N.,FER,26,13,0,36:26:00,10,22,9,19,1,3,5,5,11,6,7,3,0,7,0,0,0,36.43333333,16.03174748
BALresults/KICpUPCb.csvGbinije M.CAP,BALresults/KICpUPCb.csv,Gbinije M.,CAP,20,7,6,40:00:00,6,15,4,6,2,9,6,8,-6,0,7,2,2,3,1,0,0,40,19.2277
BALresults/KICpUPCb.csvNurmamade I.FER,BALresults/KICpUPCb.csv,Nurmamade I.,FER,20,3,3,33:14:00,7,13,5,10,2,3,4,5,6,0,3,2,2,3,0,0,0,33.23333333,20.97111334
BALresults/KICpUPCb.csvSidibe B.FER,BALresults/KICpUPCb.csv,Sidibe B.,FER,19,15,0,36:57:00,7,15,7,14,0,1,5,7,7,8,7,4,3,3,2,1,0,36.95,24.57499323
BALresults/KICpUPCb.csvGanapamo E.CAP,BALresults/KICpUPCb.csv,Ganapamo E.,CAP,17,5,3,36:50:00,6,11,5,6,1,5,4,4,-5,0,5,3,1,3,0,0,0,36.83333333,15.66236199
BALresults/KICpUPCb.csvWade Z.CAP,BALresults/KICpUPCb.csv,Wade Z.,CAP,17,3,5,34:06:00,6,10,4,6,2,4,3,3,-7,1,2,4,1,5,0,0,0,34.1,16.43560117
BALresults/KICpUPCb.csvPrinsloo P.CAP,BALresults/KICpUPCb.csv,Prinsloo P.,CAP,11,2,0,24:02:00,3,8,0,1,3,7,2,2,-4,0,2,5,1,1,1,0,0,24.03333333,12.21116505
BALresults/KICpUPCb.csvCele S.CAP,BALresults/KICpUPCb.csv,Cele S.,CAP,9,5,5,39:08:00,4,12,3,5,1,7,0,0,-9,4,1,3,5,3,0,0,0,39.13333333,12.34244463
BALresults/KICpUPCb.csvPerry W.FER,BALresults/KICpUPCb.csv,Perry W.,FER,9,4,10,40:00:00,2,11,2,6,0,5,5,5,6,0,4,3,1,5,0,1,0,40,4.795575
BALresults/KICpUPCb.csvGueye M.FER,BALresults/KICpUPCb.csv,Gueye M.,FER,6,8,1,32:08:00,3,9,3,7,0,2,0,0,11,3,5,4,0,3,0,0,0,32.13333333,0.55969917
BALresults/KICpUPCb.csvChirombe C.FER,BALresults/KICpUPCb.csv,Chirombe C.,FER,2,3,0,10:20,1,3,1,3,0,0,0,0,-5,2,1,1,2,2,0,0,0,10.33333333,8.075129032
BALresults/KICpUPCb.csvMthembu S.CAP,BALresults/KICpUPCb.csv,Mthembu S.,CAP,1,0,0,5:09,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,5.15,12.80466019
BALresults/KICpUPCb.csvSibanyoni N.CAP,BALresults/KICpUPCb.csv,Sibanyoni N.,CAP,1,3,0,10:37,0,5,0,5,0,0,1,2,-2,2,1,3,0,0,0,2,0,10.61666667,-12.02175824
BALresults/KICpUPCb.csvMunguambe A.FER,BALresults/KICpUPCb.csv,Munguambe A.,FER,0,2,1,10:55,0,1,0,1,0,0,0,0,-6,2,0,1,0,2,0,1,0,10.91666667,-4.681007634
BALresults/KICpUPCb.csvSelepe L.CAP,BALresults/KICpUPCb.csv,Selepe L.,CAP,0,0,0,3:31,0,2,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,3.516666667,-6.961990521
BALresults/KICpUPCb.csvWhitbread D.CAP,BALresults/KICpUPCb.csv,Whitbread D.,CAP,0,0,0,6:37,0,2,0,1,0,1,0,0,-3,0,0,1,0,0,0,0,0,6.616666667,-14.44141058
BALresults/Krdy3mEa.csvHarouna A.ABI,BALresults/Krdy3mEa.csv,Harouna A.,ABI,33,6,3,39:47:00,12,24,8,12,4,12,5,6,14,1,5,2,3,3,0,0,0,39.78333333,29.26376204
BALresults/Krdy3mEa.csvRandle J.USM,BALresults/Krdy3mEa.csv,Randle J.,USM,25,5,5,35:57:00,9,15,6,8,3,7,4,5,-15,1,4,2,0,4,0,1,0,35.95,24.53621697
BALresults/Krdy3mEa.csvFofana M.ABI,BALresults/Krdy3mEa.csv,Fofana M.,ABI,18,4,3,22:17,7,16,3,9,4,7,0,0,8,3,1,1,1,1,0,0,0,22.28333333,30.2837098
BALresults/Krdy3mEa.csvKonate S.ABI,BALresults/Krdy3mEa.csv,Konate S.,ABI,15,4,2,27:36:00,3,6,2,2,1,4,8,9,10,0,4,3,3,1,0,0,0,27.6,26.48695652
BALresults/Krdy3mEa.csvThomas I.USM,BALresults/Krdy3mEa.csv,Thomas I.,USM,14,10,0,29:33:00,4,7,1,2,3,5,3,6,-17,1,9,1,0,3,1,0,0,29.55,16.69986464
BALresults/Krdy3mEa.csvSlimane R.USM,BALresults/Krdy3mEa.csv,Slimane R.,USM,12,2,0,27:25:00,4,11,3,3,1,8,3,4,-6,0,2,5,1,4,0,0,0,27.41666667,0.852182371
BALresults/Krdy3mEa.csvRobinson A. D. J.ABI,BALresults/Krdy3mEa.csv,Robinson A. D. J.,ABI,9,4,2,32:15:00,4,11,4,10,0,1,1,2,12,1,3,3,3,1,0,0,0,32.25,9.457395349
BALresults/Krdy3mEa.csvMarnaoui O.USM,BALresults/Krdy3mEa.csv,Marnaoui O.,USM,6,2,1,14:46,2,6,2,2,0,4,2,2,-1,1,1,0,1,2,0,0,0,14.76666667,9.712889391
BALresults/Krdy3mEa.csvBile C.ABI,BALresults/Krdy3mEa.csv,Bile C.,ABI,5,2,2,13:23,2,9,1,5,1,4,0,0,7,0,2,3,0,0,1,2,0,13.38333333,2.66622665
BALresults/Krdy3mEa.csvLahyani F.USM,BALresults/Krdy3mEa.csv,Lahyani F.,USM,5,3,0,19:21,2,5,2,4,0,1,1,2,-11,1,2,0,0,3,0,0,0,19.35,-0.624444444
BALresults/Krdy3mEa.csvKone F.ABI,BALresults/Krdy3mEa.csv,Kone F.,ABI,4,0,1,7:46,2,2,2,2,0,0,0,0,4,0,0,1,0,1,0,0,0,7.766666667,17.43682403
BALresults/Krdy3mEa.csvObekpa C.ABI,BALresults/Krdy3mEa.csv,Obekpa C.,ABI,4,9,2,35:03:00,2,5,2,5,0,0,0,0,13,3,6,4,1,3,0,0,0,35.05,4.363081312
BALresults/Krdy3mEa.csvAddami A.USM,BALresults/Krdy3mEa.csv,Addami A.,USM,3,0,1,5:06,1,2,0,0,1,2,0,0,-7,0,0,1,0,0,0,0,0,5.1,22.74117647
BALresults/Krdy3mEa.csvBouallegue A.USM,BALresults/Krdy3mEa.csv,Bouallegue A.,USM,3,0,0,7:58,1,1,0,0,1,1,0,0,-12,0,0,2,1,3,1,0,0,7.966666667,4.357531381
BALresults/Krdy3mEa.csvChouaya L.USM,BALresults/Krdy3mEa.csv,Chouaya L.,USM,2,0,1,14:20,1,4,1,3,0,1,0,0,-3,0,0,1,0,1,0,0,0,14.33333333,-4.747953488
BALresults/Krdy3mEa.csvGhayaza M.USM,BALresults/Krdy3mEa.csv,Ghayaza M.,USM,2,3,1,22:08,1,2,1,2,0,0,0,0,4,0,3,4,1,2,0,1,0,22.13333333,0.132153614
BALresults/Krdy3mEa.csvKone M.ABI,BALresults/Krdy3mEa.csv,Kone M.,ABI,2,3,0,7:40,1,3,1,3,0,0,0,0,9,1,2,3,0,0,1,0,0,7.666666667,8.322
BALresults/Krdy3mEa.csvMahemli H.USM,BALresults/Krdy3mEa.csv,Mahemli H.,USM,2,5,0,18:52,1,4,1,1,0,3,0,0,-7,1,4,3,0,0,0,0,0,18.86666667,0.786360424
BALresults/Krdy3mEa.csvChennoufi Z.USM,BALresults/Krdy3mEa.csv,Chennoufi Z.,USM,0,3,0,4:34,0,0,0,0,0,0,0,0,-5,0,3,0,0,0,0,0,0,4.566666667,9.661532847
BALresults/Krdy3mEa.csvDiarra I.ABI,BALresults/Krdy3mEa.csv,Diarra I.,ABI,0,0,0,1:37,0,1,0,1,0,0,0,0,-5,0,0,1,0,0,0,0,0,1.616666667,-34.8643299
BALresults/Krdy3mEa.csvKra U.ABI,BALresults/Krdy3mEa.csv,Kra U.,ABI,0,3,0,9:05,0,2,0,1,0,1,0,0,11,1,2,2,0,0,0,0,0,9.083333333,-4.857688073
BALresults/Krdy3mEa.csvSylla H.ABI,BALresults/Krdy3mEa.csv,Sylla H.,ABI,0,0,0,3:32,0,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,3.533333333,-4.860566038
BALresults/lb41QsCN.csvOraby O.ALA,BALresults/lb41QsCN.csv,Oraby O.,ALA,20,8,1,21:24,9,11,9,11,0,0,2,4,20,3,5,2,0,2,3,1,0,21.4,44.37046729
BALresults/lb41QsCN.csvNwabuzor M.SLA,BALresults/lb41QsCN.csv,Nwabuzor M.,SLA,19,3,4,36:29:00,4,10,4,7,0,3,11,12,-11,1,2,1,3,3,0,0,0,36.48333333,21.75903152
BALresults/lb41QsCN.csvMara M.SLA,BALresults/lb41QsCN.csv,Mara M.,SLA,16,4,0,17:29,6,9,5,7,1,2,3,3,13,1,3,3,1,1,0,0,0,17.48333333,35.57508103
BALresults/lb41QsCN.csvSaleh E. A.ALA,BALresults/lb41QsCN.csv,Saleh E. A.,ALA,16,6,3,22:49,6,9,3,5,3,4,1,2,24,0,6,2,3,1,0,0,0,22.81666667,37.06211833
BALresults/lb41QsCN.csvIroegbu U.SLA,BALresults/lb41QsCN.csv,Iroegbu U.,SLA,13,3,3,36:22:00,5,13,5,10,0,3,3,4,-4,2,1,3,1,4,0,0,0,36.36666667,6.059917507
BALresults/lb41QsCN.csvMiller D.SLA,BALresults/lb41QsCN.csv,Miller D.,SLA,12,5,1,39:10:00,4,10,4,9,0,1,4,4,-12,1,4,3,3,5,0,2,0,39.16666667,6.874697872
BALresults/lb41QsCN.csvThompson M.ALA,BALresults/lb41QsCN.csv,Thompson M.,ALA,11,0,6,30:19:00,3,10,3,4,0,6,5,5,22,0,0,3,1,2,0,0,0,30.31666667,10.56409016
BALresults/lb41QsCN.csvZahran A.ALA,BALresults/lb41QsCN.csv,Zahran A.,ALA,11,3,3,22:23,4,7,3,4,1,3,2,2,25,2,1,1,1,3,0,0,0,22.38333333,19.8213105
BALresults/lb41QsCN.csvOmot N.ALA,BALresults/lb41QsCN.csv,Omot N.,ALA,6,1,4,21:48,2,8,2,4,0,4,2,3,27,0,1,2,0,4,0,0,0,21.8,-3.956055046
BALresults/lb41QsCN.csvConde I.SLA,BALresults/lb41QsCN.csv,Conde I.,SLA,4,7,2,24:33:00,2,10,2,10,0,0,0,0,-22,2,5,2,1,1,1,1,0,24.55,3.438329939
BALresults/lb41QsCN.csvEl Gendy A.ALA,BALresults/lb41QsCN.csv,El Gendy A.,ALA,4,6,4,23:07,1,7,1,4,0,3,2,3,-13,3,3,1,2,2,0,0,0,23.11666667,8.980273973
BALresults/lb41QsCN.csvFofana I.SLA,BALresults/lb41QsCN.csv,Fofana I.,SLA,4,2,0,23:04,1,2,0,0,1,2,1,2,-26,0,2,3,2,3,0,0,0,23.06666667,2.134075145
BALresults/lb41QsCN.csvIsmail A.ALA,BALresults/lb41QsCN.csv,Ismail A.,ALA,4,9,0,16:02,2,3,2,3,0,0,0,0,-13,3,6,3,0,4,0,0,0,16.03333333,4.448981289
BALresults/lb41QsCN.csvAboelnasr M.ALA,BALresults/lb41QsCN.csv,Aboelnasr M.,ALA,3,1,0,18:31,1,3,1,2,0,1,1,2,-17,1,0,1,0,1,0,0,0,18.51666667,0.129774977
BALresults/lb41QsCN.csvSarhan M.ALA,BALresults/lb41QsCN.csv,Sarhan M.,ALA,3,4,0,9:33,1,2,0,1,1,1,0,0,0,1,3,1,0,1,0,0,0,9.55,11.59340314
BALresults/lb41QsCN.csvDoumbouya I.SLA,BALresults/lb41QsCN.csv,Doumbouya I.,SLA,2,1,0,7:07,1,2,1,1,0,1,0,0,3,0,1,2,0,0,0,0,0,7.116666667,3.80501171
BALresults/lb41QsCN.csvWebster C.ALA,BALresults/lb41QsCN.csv,Webster C.,ALA,2,0,0,7:20,0,2,0,1,0,1,2,2,-13,0,0,2,0,1,0,0,0,7.333333333,-9.945681818
BALresults/lb41QsCN.csvBah A.SLA,BALresults/lb41QsCN.csv,Bah A.,SLA,0,0,0,0:26,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0.433333333,0
BALresults/lb41QsCN.csvKaba A.SLA,BALresults/lb41QsCN.csv,Kaba A.,SLA,0,0,0,0:26,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0.433333333,0
BALresults/lb41QsCN.csvMabil M.SLA,BALresults/lb41QsCN.csv,Mabil M.,SLA,0,2,1,14:28,0,3,0,2,0,1,0,0,18,0,2,2,0,0,0,0,0,14.46666667,-6.070990783
BALresults/lb41QsCN.csvSompare A.SLA,BALresults/lb41QsCN.csv,Sompare A.,SLA,0,0,0,0:26,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0.433333333,0
